Global frequency set at 1000000000000 ticks per second
      0: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffed0.
gem5 Simulator System.  https://www.gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version 22.1.0.0
gem5 compiled Feb 22 2023 20:08:12
gem5 started Mar 15 2023 10:59:34
gem5 executing on rp09, pid 843937
command line: build/RISCV/gem5.opt --debug-flags=Registers configs/tutorial/two_level.py

64
Beginning simulation!
9690000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
9690000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a770.
9692000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a770.
9692000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a770.
9747000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a770.
9747000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a770.
9751000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a770.
9751000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a780.
9753000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
9753000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a780.
9755000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a780.
9755000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a780.
9759000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a780.
9759000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a780.
9763000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a780.
9763000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a790.
9765000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
9765000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a790.
9767000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a790.
9767000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a790.
9771000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a790.
9771000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a790.
9775000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a790.
9775000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a7a0.
9777000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
9777000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7a0.
9779000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7a0.
9779000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7a0.
9783000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7a0.
9783000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7a0.
9787000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7a0.
9787000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a7b0.
9789000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
9789000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7b0.
9791000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7b0.
9791000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7b0.
9846000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7b0.
9846000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7b0.
9850000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7b0.
9850000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a7c0.
9852000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
9852000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7c0.
9854000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7c0.
9854000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7c0.
9858000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7c0.
9858000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7c0.
9862000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7c0.
9862000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a7d0.
9864000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
9864000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7d0.
9866000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7d0.
9866000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7d0.
9870000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7d0.
9870000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7d0.
9874000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7d0.
9874000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a7e0.
9876000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
9876000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7e0.
9878000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7e0.
9878000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7e0.
9882000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7e0.
9882000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7e0.
9886000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7e0.
9886000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a7f0.
9888000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
9888000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7f0.
9890000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7f0.
9890000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7f0.
9945000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7f0.
9945000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7f0.
9949000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a7f0.
9949000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a800.
9951000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
9951000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a800.
9953000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a800.
9953000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a800.
9957000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a800.
9957000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a800.
9961000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a800.
9961000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a810.
9963000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
9963000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a810.
9965000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a810.
9965000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a810.
9969000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a810.
9969000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a810.
9973000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a810.
9973000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a820.
9975000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
9975000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a820.
9977000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a820.
9977000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a820.
9981000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a820.
9981000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a820.
9985000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a820.
9985000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a830.
9987000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
9987000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a830.
9989000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a830.
9989000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a830.
10044000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a830.
10044000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a830.
10048000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a830.
10048000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a840.
10050000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10050000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a840.
10052000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a840.
10052000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a840.
10056000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a840.
10056000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a840.
10060000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a840.
10060000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a850.
10062000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10062000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a850.
10064000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a850.
10064000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a850.
10068000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a850.
10068000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a850.
10072000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a850.
10072000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a860.
10074000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10074000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a860.
10076000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a860.
10076000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a860.
10080000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a860.
10080000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a860.
10084000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a860.
10084000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a870.
10086000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10086000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a870.
10088000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a870.
10088000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a870.
10143000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a870.
10143000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a870.
10147000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a870.
10147000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a880.
10149000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10149000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a880.
10151000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a880.
10151000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a880.
10155000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a880.
10155000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a880.
10159000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a880.
10159000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a890.
10161000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10161000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a890.
10163000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a890.
10163000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a890.
10167000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a890.
10167000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a890.
10171000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a890.
10171000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a8a0.
10173000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10173000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8a0.
10175000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8a0.
10175000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8a0.
10179000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8a0.
10179000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8a0.
10183000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8a0.
10183000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a8b0.
10185000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10185000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8b0.
10187000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8b0.
10187000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8b0.
10242000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8b0.
10242000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8b0.
10246000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8b0.
10246000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a8c0.
10248000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10248000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8c0.
10250000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8c0.
10250000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8c0.
10254000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8c0.
10254000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8c0.
10258000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8c0.
10258000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a8d0.
10260000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10260000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8d0.
10262000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8d0.
10262000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8d0.
10266000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8d0.
10266000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8d0.
10270000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8d0.
10270000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a8e0.
10272000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10272000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8e0.
10274000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8e0.
10274000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8e0.
10278000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8e0.
10278000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8e0.
10282000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8e0.
10282000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a8f0.
10284000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10284000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8f0.
10286000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8f0.
10286000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8f0.
10341000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8f0.
10341000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8f0.
10345000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a8f0.
10345000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a900.
10347000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10347000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a900.
10349000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a900.
10349000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a900.
10353000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a900.
10353000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a900.
10357000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a900.
10357000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a910.
10359000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10359000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a910.
10361000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a910.
10361000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a910.
10365000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a910.
10365000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a910.
10369000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a910.
10369000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a920.
10371000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10371000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a920.
10373000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a920.
10373000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a920.
10377000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a920.
10377000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a920.
10381000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a920.
10381000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a930.
10383000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10383000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a930.
10385000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a930.
10385000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a930.
10440000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a930.
10440000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a930.
10444000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a930.
10444000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7a940.
10446000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7aee0.
10446000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7a940.
